Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$45K-$97K (Glassdoor est.),"Watchful is a platform that makes machine teaching easy, scalable, and automated. The biggest blocker to delivering ML models in production is no longer the algorithms, but the data (or lack thereof) to train the models. Currently, this has been solved by scaling-out human annotators or labelers and there are a number of managed services that have risen to meet this need. However, for use cases that require specific context (intelligence, legal, cyber, etc.) and/or is based on sensitive or classified data, these solutions are untenable.

Watchful is a disruptive automated annotation platform that puts the power back in the hands of data scientists and subject matter experts to label orders of magnitude more data, in orders of magnitude less time.

We are backed by some of the best investors in tech - Foundation Capital, Quest Venture Partners, FF VC, and Haystack. We are currently hiring engineers and data scientists to join our focused team. We have a number of pilot customers and are currently working towards launching a private beta in Q1 2020, with a wider release slated for Q2/Q3 2020. Engineers and Data Scientists who join us can expect to work with an extremely interesting technology stack (ClojureScript/Rust/Python), touch exotic environments, and solve deep pains for our users across a number of verticals.

We're looking for qualified Data Scientists to help us build the next evolution of our ML stack. Specifically, you might work on our ""Statistical label model"", Explainability & Feedback Loop, Data Exploration functionality, and other core areas of our product. We use Unsupervised, Active, Transfer, and Weakly Supervised learning in various capacities throughout our product so you'll have an opportunity to touch many different forms of machine learning across our stack.


As a company, we focus on having a healthy work-life balance and supporting an environment where the best ideas win, regardless of who came up with them. Our team is passionate about both self and team improvement, and we’ve cultivated a supportive culture that gets results.
About You
You have 3+ years of experience working on Machine/Deep Learning systems in a professional capacity
You have real-world experience using PyTorch, Tensorflow, or some other framework
Bonus: You have a PhD/MS with relevant experience in the field of Machine Learning or Deep Learning
Bonus: You have a deep background in Statistics or Probability Theory
Bonus: You have experience with one (or more) of: Active, Transfer, or Weakly Supervised learning
Bonus: You know Clojure, Rust, or Python
This is a role at an early stage startup, so you'll have opportunities to work on very high-impact projects and have significant ownership of the product. You'll work with our founding team members who all hail from marquee tech companies (i.e: Facebook/LinkedIn/Splunk) and were previously in senior positions.



This is a role at an early stage startup, so you'll have opportunities to work on very high-impact projects and have significant ownership of the product. You'll work with our founding team members who all hail from marquee tech companies (i.e: Facebook/LinkedIn/Splunk) and were previously in senior positions.",-1,Watchful Technologies Ltd.,"San Francisco, CA",-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
Senior Finance Data Analyst,$45K-$97K (Glassdoor est.),"Qualys is seeking a Senior Finance Data Analyst with a strong experience in data management and financial reporting and systems. Responsibilities include establishing and maintaining Master Data standards and items within the Qualys systems and monitoring and validating the integrity of data as well as supporting corrective actions related to variances to standard. He/she will also help maintain systems and manage information used for financial administration and key financial metrics and reporting and assist in setting up automated reporting and financial analysis.

Responsibilities include:
Implement, optimize, and maintain financial systems and augment it with a separate data warehouse as needed
Create, maintain, monitor, and analyze all master data in ERP & CRM and integrated solutions
Ensure and enhance data quality and train users to ensure continuity of results
Provide creative yet logical approaches to solving data problems
Perform various levels of data validation across multiple systems
Create and manage the data dictionary to support change management efforts
Draft and maintain policies, procedures, and other documentation to ensure uniform, accurate, and consistent data are present
Provide testing support for upgrades and releases, including integration testing from various sources to target systems
Assist in setting up hierarchies and maintain consistency across different systems
Assist with data and analysis requests, providing detailed backups and explanations as needed
Build and support complex planning and forecasting models using the Anaplan platform
Build Anaplan Visualizations
Set up and automate reporting and charting and analyze trends and patterns
Perform other ad hoc responsibilities as necessary
You are:
A strong team player with a positive, service-oriented attitude who drives process improvements to increase effectiveness of the team and minimize room for errors
Hands-on, detail-oriented, and organized; prior experience having gathered, structured, monitored, and validated data to ensure data integrity and detailed documentation; has developed a habit of checking the accuracy of data and analysis several times over before submitting for review
A self-starter and high-achiever with a focus on doing a great job
A superior problem solver, possessing the initiative to look into the details and interpret the impact of key business drivers
Excellent multi-tasker who has strong time and project management skills and understands the importance of planning in advance to meet deadlines that include multiple review points and iterations
Strong communicator, both written & verbal; reliable and responsive to email and phone communications
Highest level of integrity and good judgment with the ability to effectively deal with highly sensitive, confidential information
Qualifications
Bachelor’s degree in Computer Science or Accounting/Finance/Business or related field
Minimum of combined 4 years of hands on experience building Anaplan models and/or master data management in an ERP or CRM system
Experience querying data from a native source (ERP, CRM or database). Understanding of backend data and database structures
Experience partnering with FP&A and to deliver insightful information
Hands on experience with NetSuite, Salesforce, and Admin is a plus
High proficiency with Excel is a must, including ability to build automated Excel models from scratch (e.g., vlookup, sumif, iferror, etc.); VBA, SQL and ODBC knowledge preferred
Data organization and management skills. Technical expertise with data models, data import methodologies, database design development, and data mining; preferred experience with a BI tool",3.0,"Qualys, Inc.
3.0","Foster City, CA",-1,501 to 1000 Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Senior Software Engineers,$45K-$97K (Glassdoor est.),"New York | Technology

We’re looking for great engineers with diverse backgrounds. We need people that can fill hybrid roles with different emphases on the wide context of product development. We don’t have predefined positions: instead, we invite you to come talk to us about your skills, experience, ambitions, and dream role. We hope to find exceptional people to do exceptional work with us, and we believe it’s important that we define your role and path to our mutual growth together.

Reaktor is a hybrid partner for all things future. We reimagine businesses, and we design and build tomorrow’s digital products. Our full range of consultancy and agency services include expertise from high-level business consulting, to hands-on service and product design and development, to branding and marketing.

We believe in technology-agnostic product thinking, defined only by finding meaningful solutions to challenging problems. Your passion should be the same as ours: unmatched execution of those solutions. We structure, create, iterate, and reinvent, delivering tangible value faster than anyone in the world.

What we can offer you:
Hybrid, completely autonomous teams, filled with experts in everything from design to data science, to business consulting, to content.
A community of amazing people who you will learn from and will learn from you.
Experimentation and continuous improvement of our skills and ways of working.
A dedication to constant evolution (and the occasional revolution).
A world without rigid hierarchy—big ideas can come from anyone and anywhere.
Endless fun!
What you’ll bring:
Exceptional technological competence.
Ability to make things, and to make things happen.
Compassion for people—both those around you, and those who will use what we build.
Drive to work on complex problems at any part of the project, from type system nuances to organizational dynamics.
A vision and commitment to the future of work: being truly lean and agile and human-centered, and leaving yesterday’s pointless rituals behind.
Readiness to be responsible for your work, development, and career path. Don’t worry: we’ll have your back in whatever you want to achieve, but the end goal is yours to define.
6+ years of real-world experience in building digital products and services.
Authorization to work in the United States.
Think Reaktor sounds like home? Great.

Introduce yourself! Personality, details of any open source projects, and your GitHub repository will be highly regarded. Keep it original rather than official.",4.8,"Reaktor
4.8","New York, NY",-1,501 to 1000 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
Data Scientist,$45K-$97K (Glassdoor est.),"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic modeling initiatives. We see our projects through the entire data science lifecycle, from problem definition to data exploration, data munging, modeling, analysis, and deployment into production systems. We maintain a close partnership with IT to ensure that our models can be deployed quickly and monitored in a flexible deployment framework.

As a Data Scientist, you will be a member of this diverse and highly skilled team. On any given day, you may be exploring new data sets with a business or IT partner, learning the intricacies of a business process, building models, or coordinating the productionalization of a model. You will use a variety of tools (including SQL, Python, R, Spark, and shell scripting) in a variety of environments (including various databases, Linux servers, and Hadoop). You’ll work in a highly collaborative, team environment where you will quickly develop wide ranging exposure to new methods and best practices for conducting data science in a commercial environment.

Expected Qualifications:
Bachelor’s degree in a quantitative discipline, such as statistics, data science, computer science, mathematics, engineering, physics, etc. Advanced degree strongly preferred
2 years of combined academic/industry experience with predictive modeling, machine learning, advanced analytics
Solid understanding and experience with advanced statistics and modern machine learning predictive techniques such as GLMs, decision trees, forests, boosted ensembles, neural networks, deep learning, etc.
Strong coding skills using common data science tools, such as Python (strongly preferred), R, Linux/Unix command line and shell scripting, etc.
Strong skills in data processing using SQL, Hive, Impala, Spark, or equivalent querying language
Familiarity with distributed storage and big data computing technology (AWS, Hadoop, Spark, etc.)
Excellent communication skills
Passion for extracting hidden insights and building machine learning systems that enhance business outcomes
Note: The safety of our associates, both current and future, is GEICO’s highest priority. At this time, most of our associates are working remotely due to the current COVID-19 pandemic. Candidates who are selected for this position will be trained remotely and must be able to work from home in a designated work area. Once GEICO determines it is safe for associates to return to the office, candidates may be required to work in our Chevy Chase, MD office.

About GEICO
For more than 75 years, GEICO has stood out from the rest of the insurance industry! We are one of the nation's largest and fastest-growing auto insurers thanks to our low rates, outstanding service and clever marketing. We're an industry leader employing thousands of dedicated and hard-working associates. As a wholly owned subsidiary of Berkshire Hathaway, we offer associates training and career advancement in a financially stable and rewarding workplace.

Our associates' quality of life is important to us. Full-time GEICO associates are offered a comprehensive Total Rewards Program*, including:
401(k) and profit-sharing plans
Medical, dental, vision and life insurance
Paid vacation, holidays and leave programs
Tuition reimbursement
Associate assistance program
Flexible spending accounts
Business casual dress
Fitness and dining facilities (at most locations)
Associate clubs and sports teams
Volunteer opportunities
GEICO Federal Credit Union
Benefit offerings for positions other than full-time may vary.
GEICO is an equal opportunity employer. GEICO conducts drug screens and background checks on applicants who accept employment offers.

How to Apply

Click ""Apply for Job"" to complete your application. You will need an active email address and phone number. Please upload your resume, preferably as Word .doc files or PDF. Once you begin your application you can save it and access it later. Your application should include any work and/or internship experience from at least the past five years.
#LI-JW1
#DI-JW",3.3,"Government Employees Insurance Company
3.3","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
Research Data Scientist,$45K-$97K (Glassdoor est.),"Data Science is at the core of TRM's mission to build a safer financial system for billions of people. To achieve such goal, the Data Science team relies on a diverse set of structured and unstructured data to design, build, and support machine learning models to detect and prevent fraud and financial crime in cryptocurrencies and digital assets. As our platform grows, the Data Science team will be building a scalable foundation to propel our impact and product forward.

As a Data Scientist at TRM Labs, you will collaborate with an experienced team of engineers and product managers to build scalable systems to detect, prevent, and mitigate cryptocurrency fraud and financial crime. You will be deeply involved in the technical details of building highly available and real-time risk detection services to understand the ever evolving attack vectors in crypto and to build a safer financial system for billions of people.
Your Responsibilities
Building machine learning models to detect high-risk activities like money laundering, terrorist financing, human trafficking, account takeovers, and credit card fraud.
Researching new attack vectors unique to cryptocurrencies and blockchain-based assets
Building NLP models to detect illicit activity from cryptocurrency scams to human trafficking
Working cross-functionally with engineering and operations teams to define and expand labels for model training, productionize real-time machine learning models, and conduct independent research projects to drive our innovation forward
Interacting with TRM clients including banks, businesses, and government agencies to help them use big data and artificial intelligence to fight crime and protect their customers
Present results to client management and implement analysis in collaboration with client team members
Developing your skills through exceptional training as well as frequent coaching and mentoring from colleagues
Co-building our team of data scientists around the world
Some of the Traits we value
Advanced graduate degree in quantitative field
2+ years industry experience developing machine learning models at scale from inception to business impact. Proven ability to tailor your solutions to business problems in a cross-functional team.
Deep understanding of modern machine learning techniques and their mathematical underpinning, such as classification, clustering, optimization, deep neural network and natural language processing.
Ability to communicate complex ideas effectively to both technical and non-technical audiences, and both verbally and in writing
Strong record of leadership in an academic, professional, or extracurricular setting
Ability to work collaboratively in a cross-functional team and with people at all levels in an organization
Strong programming skill (Python, SQL)
Data analytical and data engineering experiences is a plus (Hive, Presto, Spark preferred)
Relevant experience in crypto/blockchain is a plus
Benefits
Stock
$2,000 yearly coupon for books, conferences, and professional coaching
Competitive salary
Paid time off
Volunteer time off
Parental leave
Medical, dental, & vision insurance
Life & disability coverage
401K
Apple equipment
Daily lunch and dinner
TRM Labs is an equal opportunity employer.",5.0,"TRM Labs
5.0","San Francisco, CA",-1,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
"Associate Partner, Cognitive and Analytics",$45K-$97K (Glassdoor est.),"Introduction
As a Business Sales & Delivery Executive, you will support IBMs consistent growth by bringing to the table your business development, sales, account management, and delivery skills. Picture yourself working with a highly motivated, highly successful team with a proven sales record in IBMs top technologies. If youre ready to bring insights and experience in areas such as IoT, Blockchain and digital transformation, we are ready to offer you a best in class career development.

Your Role and Responsibilities
We are looking for individuals in the following cities and/or willing to self-relocate. Locations are within the metro areas of the following: New York, San Francisco, Boston, Washington DC, Chicago, Atlanta, Columbus and Houston.

The Associate Partner Cognitive and Analytics role is in our AI and Advanced Analytics practice. This position is for experts with documented success applying advanced analytics and cognitive solutions across complex processes. Lead practitioner responsible for establishing strong relationships across our clients by building Cognitive Solution. Expected to be a deep expert in their technical area and provide thought leadership, mentoring, and support to the sales and delivery of core offerings while collaborating across IBMs industries to bring fully integrated assets and services. Domain topics will cover: Machine Learning, NLP, and predictive statistics utilizing both open source, third party and IBM Watson technologies.

Key responsibilities:

Develop Key Relationships:
Pursue and cultivate strong relationships with client decision makers and influence client buying behaviors based on our extensive Artificial Intelligence capabilities, assets and thought leadership
Illustrate eminence in the technical community (i.e. thought leadership, articles, talks, competitions, certifications)
Solve business challenges and support business decisions by using advanced analytics techniques and deep learning algorithms
Identify opportunities and prepare proposals for clients including defining technical and human resources required to complete the project and associated pricing
Develop our People and our Practice:
Build a relationship across all levels of the practice
Take personal responsibility to develop, mentor, and train data scientists.
Establish formal community activities to develop skills and expertise on specific domains of interest.
Differentiate the offering and the people working on it through the depth and breadth of expert skills
Manage and coordinate teams to deploy data analytics projects using innovative solutions and to provide analytics-driven insights
Educate and coach both clients and team members on machine learning knowledge, practical mathematical modeling, simulation and optimization in multiple analytics platform
Build Assets and Capabilities:
Leverage IBM offerings, assets, and capabilities to create and deliver differentiated service offerings to our clients.
Create new and innovative intellectual property to drive first of kind solutions for client business problems
Demonstrate expertise in three or more domains (i.e. optimizations, deep learning, queueing theory)
This role will have the opportunity to contribute right away to top-tier clients in collaboration with consultants in a dynamic team environment. This includes work on projects that help clients integrate analytics-driven strategy to increase effectiveness, reduce costs and improve profit and shareholder value. This role provides an opportunity to build a powerful portfolio of interesting and rewarding experiences in many industries. The ideal person will have strong experiences in the following areas with the opportunity to develop and strengthen abilities in the others: data analytics and modeling, data visualization, business acumen and strategy. You can take advantage of opportunities to master new skills, work across different disciplines and move into new challenges all at IBM, a company that is at the forefront of taking on the grand challenges that affect our society.

GBSGTM

Required Technical and Professional Expertise
At least 7 years of documented, provable experience in strategy consulting, application of data science, including: NLP, ML, and visualizations and optimization modeling
At least 7 years of experience in advanced analytics tools such as R, SPSS, Python, SAS
At least 5 years of experience negotiating and selling consulting services projects
At least 5 years of experience in formal project management methodology
Expertise across a variety of data integration tools streamlining data across several big data solutions such as Cerner EMR, Apache Hive, Apache Pig, Apache Spark, Hadoop, MapReduce, MongoDB and Couchbase.
At least 3 years of experience in business development and sales of consulting services to C-suite executives of $3M+ / year
At least 3 years of experience delivering complex consulting services projects
At least 3 years of experience managing and leading teams
Preferred Technical and Professional Expertise
Master's Degree in Statistics, Mathematics, Engineering or related STEM fields
Applied knowledge on simulation and optimization
Experience in visualization such as d3, Javascript, HTML, CSS
At least 8 years of experience negotiating and selling consulting services projects
At least 8 years of experience in formal project management methodology
At least 8 years of experience in business development and sales of consulting services to C-suite executives of $3M+ / year
At least 5 years of experience delivering complex consulting services projects
At least 5 years of experience managing and leading teams
At least 3 years of experience in an engagement transforming customer experience or some back-office process leveraging analytics
About Business Unit
IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBM
What matters to you when youre looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",3.7,"International Business Machines Corporation
3.7","Lansing, MI",-1,10000+ Employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
Data Scientist - TS/SCI FSP or CI Required,$45K-$97K (Glassdoor est.),"US Citizenship Required and (TS/SCI with FSP or CI) Required

Job Description:
Excited about data? Take action with it.

As a Phoenix Data Scientist, you'll be part of a team with access to tons of real mission and that takes action on it. You will not be simply designing algorithms or analyzing theoretical use cases. You'll be using languages like R, Python and Scala to glean actionable insights and build tangible capabilities.

On a typical day as a Phoenix Data Scientist, you'll collaborate with both engineers and mission SMEs (e.g. Cybersecurity or SIGINT analysts) to process mass amounts of data. You'll implement (not just design) neural networks, Bayesian models and other Machine Learning techniques to address mission needs.

Make a difference today.
Skills Required:
Python or Scala
Experience in a Linux environment
Comfortable with very large data sets
Skills Preferred:
R, Rstudio, Shiny
Apache Spark
Machine Learning
Neural Networks
Artificial Intelligence
Predictive Modeling
Qualifications:
US Citizenship Required
Security Clearance (TS/SCI) Required
Some positions require FSP
Bachelors Degree in Math, Science or Engineering

Benefits Offered:
Medical, Dental, Vision Insurance - 100% Company Paid Premiums
STD, LTD, and Life Insurance - 100% Company paid
401K Automatic 10% company contribution; no matching required
PTO - 4 weeks/year
Holidays - 10 paid/year
Birthdays off with pay
Referral Bonuses Upfront AND Annually Recurring
Open Source Bonuses Contribute to our Github projects
Professional Development Paid training, Certifications and Enrichment
ABOUT PHOENIX OPERATIONS GROUP:
Phoenix Operations Group is a high-end engineering services company dedicated to protecting and advancing our national cyber resources. As a small start-up operating out of the Baltimore/Washington DC area, we rely on innovation to continually advance our employees' skills and provide game-changing solutions to our customers.

Our technical competencies include Big Data analytics (batch and streaming), Cloud Computing infrastructure, multi-INT visualization, and enterprise architectures. We support operational missions (All-Source, Financial, CND) and serve as Product Owners for our open-source research initiatives.

Please visit us at http://www.phoenix-opsgroup.com for more information.

Phoenix Operations Group is an Equal Opportunity Employer. Phoenix Operations Group does not discriminate on the basis of race, religion, color, sex, gender, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",5.0,"Phoenix Operations Group
5.0","Annapolis Junction, MD",-1,1 to 50 Employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
Lead Cybersecurity Engineer,$45K-$97K (Glassdoor est.),"Responsibilities


Noblis is expanding cyber-related work with 16th Air Force and other San Antonio-area Intelligence, Cyber and Defense-related clients and is seeking a Cybersecurity Lead Engineer to join our growing team. This position will serve as the vanguard supporting client work in San Antonio while also supporting business growth initiatives and fostering collaboration with local partners such as the University of Texas San Antonio (UTSA) National Security Collaboration Center (NSCC). This position will support Noblis Sponsored Research (NSR) capability development efforts and support clients directly, resulting in an 80% direct/20% indirect work balance that enables mission contribution while furthering technical acumen.

As the Cybersecurity Lead Engineer, you will provide technical support and subject matter expertise (SME) for 16th Air Force intelligence, surveillance and reconnaissance (ISR) and cyberspace operations. You will also provide senior technical assistance on Air Force ISR, offensive cyberspace operations, defensive cyberspace operations and information operations. You will lead studies and analyses requested by Air Force, USCYBERCOM, DOD, National Security Agency and other sponsors. Through this client interfacing work, you will be able to research and advise Noblis leadership on potential 16AF or other San Antonio-based opportunities and assess, recommend, and partner with San Antonio industry and academia to increase Noblis presence and client contributions.

As a Noblis technical leader in the San Antonio area, you will also support UTSA NSCC research activities and represent Noblis interests by facilitating and supporting strategic planning aimed at identifying and prioritizing cybersecurity research initiatives in coordination with UTSA NSCC Federal partners relevant to client requirements. These activities will directly influence and provide advice/assistance on NSR capability investment activities relevant to local clients such as 16AF, USCYBERCOM, National Security Agency, DHS, and others.

Client Engagement
· Contribute to large capture strategies, actively engage with clients, and market Noblis capabilities externally · Foster appropriate identification and selection of business development opportunities, and provide thought leadership to help shape future work · Win 2 task orders, identify big bets or take responsibility for a re-compete
Qualifications


Required Qualificaitons:
Current Top Secret clearance with SCI eligibility required. CI polygraph required.
Bachelor's degree in a cyber-related field (Computer Science, Computer Engineering, Cyber Security) or a field requiring strong communications and analysis skills.
In lieu of a Bachelor's degree, an additional four (4) years' experience is required equaling a total of 19 years' experience.
Minimum 15 years' cumulative experience in ISR operations and cybersecurity (i.e., defensive/offensive cyberspace operations, Information Warfare, Data Science, Information Assurance, and Computer Network Defense) with demonstrated expertise in at least five of the following nine categories:
Planning, implementing and executing Air Force cyberspace missions
Develop and implement software tools and procedures for offensive and/or defensive cyberspace operations
Experience in supporting and enabling real time operations and integration activities
Non-kinetic/kinetic targeting support
Vulnerability and/or malware research
Intelligence analysis of cyber threats
Software testing and product evaluation
Reverse Engineering
Intelligence support to information operations
Business development, proposal work and/or project management experience on opportunities valued at $10M or more
Desired Qualifications:
Master's degree in a cybersecurity, telecommunications technology, or national security and policy field of study
Demonstrated success supporting 16 AF clients (688th Cyberspace Wing or 67th Cyberspace Wing subordinate units in the cyberspace operations arena
Overview


Noblis and our wholly owned subsidiary, Noblis ESI, tackle the nation's toughest problems and apply advanced solutions to our clients' most critical missions. We bring the best of scientific thought, management and engineering expertise together in an environment of independence and objectivity to deliver enduring impact on federal missions. Noblis works with a wide range of government clients in the defense, intelligence and federal civil sectors. Learn more at Noblis -About Us

Why work at a Noblis company?

Our employees find greater meaning in their work and balance the other things in life that matter to them. Our people are our greatest asset. They are exceptionally skilled, knowledgeable, team-oriented, and mission-driven individuals who want to do work that matters and benefits the public. Noblis has won numerous workplace awards. Noblis maintains a drug-free workplace.

Noblis is an Equal Opportunity Employer. Employment decisions are made without regard to race (as well as because of or on the basis of traits historically associated with race, including hair texture, hair type, and protective hairstyles such as braids, locks, and twists), color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, pregnancy, childbirth, lactation and related medical conditions, genetic factors, military/veteran status, or other characteristics protected by law.",3.8,"Noblis, Inc.
3.8","San Antonio, TX",-1,1001 to 5000 Employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),-1
Data Scientist,$45K-$97K (Glassdoor est.),"Data Scientist North America CoE

The Data Scientist is responsible for providing the delivery of Data and Analytics solutions to Techwave clients as part of our Data & Analytics CoE. The role will create solutions to business challenges through the use of advanced statistical analysis, data mining, and data visualization techniques.

Responsibilities:

Identifies the data the business should be collecting, devises methods of instrumenting the businesss system in order to extract this information
Designs, implements, and evaluates advanced statistical models and approaches for application in the businesss most complex issues
Conduct software development, software integration, statistical analysis, modeling, and simulations in a rapid DevOps environment.
Deploy new data science capabilities through existing toolsets.
Cleansing of large unstructured data and enabling analytical capability in order to query the data and address various business needs
Takes initiative to experiment with various technologies and tools with vision of creating innovative data driven insights for the business at the quickest pace possible.
Staying on top of the industrys trends, in order to provide forward-thinking recommendations
.

Requirements:

Ph.D. or Masters with experience in any mathematical sciences
Strong programming skills and experience working with tools such as R, Python Programming, Open Source, visualizations, and so forth.
Demonstrated skills in SQL server reporting services, analysis services, integration services, Tableau, or other data visualization tools.
Strong skill in statistical techniques inclusive of cluster-analysis test design, regressions, and forecasting methodologies as well as substantial familiarity in big data and standardizing and A/B testing.
Experience cleaning labeled data in preparation for use in machine learning
Ability to create parallel processing operations by managing the number of processors used in an operation given memory limitations
Knowledge of cloud based data platforms such as Snowflake, Redshift, BigQuery etc..",3.9,"Techwave Consulting
3.9","Houston, TX",-1,1001 to 5000 Employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
Data Analyst,$45K-$97K (Glassdoor est.),"Hotel Engine (https://www.hotelengine.com) is a high-growth, Denver-based tech company that is innovating the business travel industry with a free, private hotel booking management platform. With over 300,000 hotel properties globally, Hotel Engine offers up to 60% off publicly available hotel rates for small-to-medium businesses, large enterprises, and government travelers.

Serving industries like construction, transportation and logistics, healthcare, retail, and more, Hotel Engine has customized hotel reservation management solutions built for the control, transparency, billing, and support needs of organizations of any size and industry.

Hotel Engine has experienced tremendous growth and is building a data science and engineering function to support this trajectory. Establishing and maintaining high-quality data assets, data infrastructure, and data science capabilities is critical for the companys continued success. We are looking to add a Data Analyst to the team to lead high-impact projects that will directly impact product and business decisions. You will join as one of the teams early members with an opportunity to design, build, and scale key analyses from the ground up.

Your responsibilities will include:

Partnering with stakeholders across product, finance, sales and marketing to lead metrics definition, reporting and executive dashboards creation
Lead key analytics projects and derive actionable insights to drive better product and business performance
Design and build statistical analyses to both answer specific business questions and power some key product functionalities
Participate in product and growth experiments
Build relevant ETL pipelines to generate and track performance metrics
Partner with data engineers to establish data assets and feature stores for process automation and advanced analytics
Manage the companys business intelligence reporting dashboards

Requirements:

Bachelors degree in Economics, Statistics, Operations Research or related quantitative field
2+ years of relevant work experience as a Data or Business Analyst with a track record of manipulating, and extracting value from datasets
Experience building complex SQL queries
Strong fundamentals in statistics and econometrics (e.g. regressions, hypothesis testing)
Excellent communication skills with the ability to distill complex issues and analyses
Fluency in Python or R preferred
Experience with AWS technologies, Looker and Tableau is a plus
Prior experience in experimental design is a plus
Benefits list:
Medical, dental, vision, and supplemental insurance
Free 'Employee Only' healthcare coverage
401k plan
Unlimited vacation
Paid holidays, sick time, and volunteer opportunities
Discounted hotel rates
Paid parental leave
Craft brews and ciders on tap
Company-sponsored social events and happy hours
Free organic fruit, snacks, and beverages
Relaxed office and dress code
Free on-site parking and bicycle storage
Unmatched views of the Rocky Mountains",4.0,"Hotel Engine
4.0","Denver, CO",-1,51 to 200 Employees,2015,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,-1
Data Scientists,$45K-$97K (Glassdoor est.),"Data Scientists

Share

Job ID: FA-0100-620

Open Since: 2020-02-05

City: San Jose
State: California
Country: United States of America

Job Description:


Frontend Arts brings together the brightest minds to create breakthrough technology solutions, helping our customers gain a competitive advantage. At Frontend Arts, we are continuously evolving how we work and how we look at the business challenges, so we can continue to deliver measurable, sustainable solutions to our clients.

We are looking for a self-motivated ""Data Scientists"" with excellent communication and customer service skills.

Job Skills:
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, MySQL, etc
Experience using Spark, Cassandra, TensorFlow etc.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Experience querying databases and using statistical computer languages: R, Python, SLQ, etc
Minimum Experience: 8 Yrs

Education:

Bachelor’s degree from an accredited college/university or equivalent work experience",4.5,"Frontend Arts Inc
4.5","San Jose, CA",-1,1 to 50 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
